customer_id,transaction_id,account_id,device_id,ip_address,merchant_id,transaction_date,age,gender,region,tenure_months,annual_spend_usd,num_purchases,avg_order_value,returns_count,loyalty_tier,last_purchase_days,email_opt_in,churned
C00359,TXN000359,ACC00359,DEV00359,159.188.104.214,MER015,2023-05-21,56.0,Female,East,11,4579.0,11,348.16,0,Bronze,183.0,True,1
C00360,TXN000360,ACC00360,DEV00360,134.159.92.115,MER020,2023-05-16,58.0,Male,East,90,2865.88,37,90.06,5,Bronze,157.0,True,0
C00361,TXN000361,ACC00361,DEV00361,214.100.6.97,MER043,2023-11-03,28.0,Male,East,102,3439.1,9,337.48,6,Silver,246.0,False,0
C00362,TXN000362,ACC00362,DEV00362,100.107.18.33,MER013,2023-11-13,25.0,Male,West,107,,7,194.6,10,Gold,183.0,True,0
C00363,TXN000363,ACC00363,DEV00363,83.108.8.99,MER049,2023-07-11,40.0,Female,South,27,11173.32,36,313.17,8,Bronze,168.0,False,0
C00364,TXN000364,ACC00364,DEV00364,82.9.64.70,MER038,2023-05-17,53.0,Female,East,108,718.87,21,29.65,2,Gold,304.0,True,0
C00365,TXN000365,ACC00365,DEV00365,37.191.19.147,MER045,2023-11-12,53.0,Female,West,14,14104.31,56,236.25,8,Silver,190.0,True,1
C00366,TXN000366,ACC00366,DEV00366,169.205.139.138,MER026,2023-03-05,63.0,Male,North,63,571.2,2,265.9,5,Bronze,298.0,False,0
C00367,TXN000367,ACC00367,DEV00367,194.217.54.203,MER012,2023-09-30,35.0,Female,South,57,3228.05,31,115.02,9,Bronze,324.0,True,0
C00368,TXN000368,ACC00368,DEV00368,118.25.156.249,MER002,2023-08-02,68.0,Female,North,38,3489.83,46,78.42,1,Bronze,310.0,False,0
C00369,TXN000369,ACC00369,DEV00369,36.4.233.152,MER027,2023-11-08,44.0,Female,South,3,9398.12,97,102.35,0,Silver,349.0,True,0
C00370,TXN000370,ACC00370,DEV00370,56.202.100.85,MER020,2023-06-03,32.0,Female,North,93,11530.38,64,178.63,0,Silver,255.0,False,0
C00371,TXN000371,ACC00371,DEV00371,74.153.35.92,MER006,2023-10-31,60.0,Female,East,41,,89,57.44,10,Silver,206.0,True,0
C00372,TXN000372,ACC00372,DEV00372,78.16.194.3,MER047,2023-01-06,25.0,Male,North,80,15447.49,35,474.19,0,Bronze,194.0,True,0
C00373,TXN000373,ACC00373,DEV00373,244.25.91.25,MER049,2023-10-04,41.0,Female,East,50,8650.39,45,208.45,10,Silver,75.0,True,0
C00374,TXN000374,ACC00374,DEV00374,94.156.23.134,MER019,2023-01-26,,Other,East,45,15733.64,43,406.4,7,Silver,303.0,False,0
C00375,TXN000375,ACC00375,DEV00375,197.116.29.176,MER034,2023-08-23,62.0,Female,West,107,41042.03,89,487.46,1,Silver,254.0,True,1
C00376,TXN000376,ACC00376,DEV00376,48.5.111.69,MER021,2023-03-13,32.0,Male,South,12,4091.56,96,49.56,9,Silver,319.0,True,0
C00377,TXN000377,ACC00377,DEV00377,8.198.153.232,MER025,2023-12-18,27.0,Other,South,89,36698.65,97,329.32,1,Bronze,257.0,False,0
C00378,TXN000378,ACC00378,DEV00378,123.112.215.21,MER032,2023-10-08,19.0,Male,North,90,34567.84,76,436.99,1,Silver,176.0,True,0
C00379,TXN000379,ACC00379,DEV00379,92.203.75.225,MER021,2023-02-08,23.0,Male,East,46,13962.88,51,320.77,6,Bronze,108.0,True,0
C00380,TXN000380,ACC00380,DEV00380,73.106.228.62,MER041,2023-11-22,65.0,Male,North,32,13051.32,55,220.22,3,Bronze,360.0,True,0
C00381,TXN000381,ACC00381,DEV00381,246.12.68.151,MER010,2023-04-02,63.0,Male,North,1,24947.57,99,221.23,3,Bronze,268.0,True,1
C00382,TXN000382,ACC00382,DEV00382,151.232.244.173,MER034,2023-07-19,47.0,Male,West,113,716.11,29,27.59,2,Silver,320.0,True,0
C00383,TXN000383,ACC00383,DEV00383,168.81.205.164,MER050,2023-02-01,51.0,Female,East,114,8187.98,35,271.95,6,Silver,214.0,True,0
C00384,TXN000384,ACC00384,DEV00384,7.212.92.121,MER043,2023-02-08,36.0,Female,North,29,,90,496.84,0,Bronze,187.0,True,0
C00385,TXN000385,ACC00385,DEV00385,124.209.69.100,MER003,2023-03-30,29.0,Male,East,4,15322.47,39,479.77,2,Gold,13.0,True,1
C00386,TXN000386,ACC00386,DEV00386,10.89.23.149,MER006,2023-07-15,18.0,Female,South,15,790.22,24,29.8,6,Gold,26.0,True,0
C00387,TXN000387,ACC00387,DEV00387,227.119.232.249,MER032,2023-07-18,56.0,Female,North,9,24235.5,57,355.84,5,Bronze,258.0,True,1
C00388,TXN000388,ACC00388,DEV00388,14.132.135.98,MER047,2023-11-09,20.0,Female,South,100,4261.02,33,157.86,7,Silver,82.0,False,0
C00389,TXN000389,ACC00389,DEV00389,211.101.15.140,MER043,2023-03-02,24.0,Male,West,108,44762.12,90,452.46,2,Bronze,30.0,True,0
C00390,TXN000390,ACC00390,DEV00390,52.91.128.184,MER046,2023-10-01,63.0,Male,North,19,2421.6,91,32.11,7,Platinum,284.0,True,0
C00391,TXN000391,ACC00391,DEV00391,71.97.18.98,MER008,2023-01-03,51.0,Female,South,90,15061.31,31,468.58,8,Bronze,227.0,True,0
C00392,TXN000392,ACC00392,DEV00392,148.157.75.16,MER026,2023-04-17,46.0,Female,West,22,24561.13,53,420.36,4,Bronze,41.0,True,0
C00393,TXN000393,ACC00393,DEV00393,147.167.22.129,MER037,2023-03-05,30.0,Female,South,45,6313.63,99,67.58,2,Silver,183.0,False,0
C00394,TXN000394,ACC00394,DEV00394,25.116.163.183,MER032,2023-02-15,26.0,Male,North,72,2371.5,75,39.31,6,Bronze,172.0,True,0
C00395,TXN000395,ACC00395,DEV00395,182.193.62.215,MER039,2023-08-02,45.0,Female,South,87,9569.21,22,419.01,6,Silver,2.0,False,1
C00396,TXN000396,ACC00396,DEV00396,89.96.201.84,MER011,2023-11-25,38.0,Female,East,105,6196.9,60,86.32,1,Silver,221.0,False,0
C00397,TXN000397,ACC00397,DEV00397,20.182.169.148,MER023,2023-09-01,48.0,Female,West,6,15234.58,62,272.1,6,Bronze,145.0,False,0
C00398,TXN000398,ACC00398,DEV00398,37.161.51.142,MER023,2023-11-08,27.0,Female,East,24,26514.62,66,458.71,1,Silver,321.0,False,0
C00399,TXN000399,ACC00399,DEV00399,130.197.249.49,MER047,2023-08-04,31.0,Female,North,34,734.16,3,288.05,6,Gold,43.0,True,0
C00400,TXN000400,ACC00400,DEV00400,30.142.242.41,MER011,2023-01-20,24.0,Female,West,38,6274.89,30,204.64,10,Gold,310.0,False,0
C00401,TXN000401,ACC00401,DEV00401,124.104.81.169,MER017,2023-05-07,42.0,Female,West,120,20369.8,86,228.06,5,Silver,3.0,False,0
C00402,TXN000402,ACC00402,DEV00402,76.126.215.97,MER002,2023-10-28,34.0,Female,East,94,1142.88,25,40.93,8,Bronze,279.0,True,0
C00403,TXN000403,ACC00403,DEV00403,6.225.70.197,MER008,2023-01-17,30.0,Female,West,39,16012.65,30,484.69,3,Bronze,286.0,True,0
C00404,TXN000404,ACC00404,DEV00404,194.134.23.242,MER050,2023-02-05,49.0,Male,West,117,6193.81,33,162.22,10,Gold,149.0,True,0
C00405,TXN000405,ACC00405,DEV00405,173.108.217.201,MER043,2023-11-01,46.0,Female,North,60,2076.52,18,102.79,8,Gold,103.0,True,0
C00406,TXN000406,ACC00406,DEV00406,194.43.161.73,MER013,2023-01-24,30.0,Female,South,61,2159.68,16,150.16,10,Silver,52.0,True,0
C00407,TXN000407,ACC00407,DEV00407,20.86.27.27,MER036,2023-12-17,58.0,Female,East,53,17266.38,35,482.54,8,Gold,125.0,False,1
C00408,TXN000408,ACC00408,DEV00408,185.128.102.49,MER030,2023-10-04,37.0,Male,South,18,4544.83,88,56.2,7,Bronze,245.0,True,1
C00409,TXN000409,ACC00409,DEV00409,196.162.149.49,MER046,2023-08-31,37.0,Female,East,113,405.36,1,434.98,5,Silver,265.0,True,0
C00410,TXN000410,ACC00410,DEV00410,32.32.7.247,MER016,2023-07-15,45.0,Female,East,2,12136.33,29,356.84,10,Bronze,67.0,True,1
C00411,TXN000411,ACC00411,DEV00411,94.168.250.238,MER050,2023-02-02,26.0,Male,North,21,3129.2,7,416.71,9,Bronze,5.0,True,0
C00412,TXN000412,ACC00412,DEV00412,82.125.118.9,MER019,2023-06-01,42.0,Male,East,28,33109.37,57,488.19,4,Silver,,True,0
C00413,TXN000413,ACC00413,DEV00413,196.146.95.142,MER036,2023-10-22,51.0,Male,North,34,10623.94,26,422.66,0,Bronze,212.0,False,0
C00414,TXN000414,ACC00414,DEV00414,187.4.165.219,MER020,2023-11-26,25.0,Other,East,16,38346.57,80,472.26,0,Platinum,358.0,True,0
C00415,TXN000415,ACC00415,DEV00415,185.158.23.190,MER034,2023-06-13,50.0,Female,South,3,4237.85,59,72.2,2,Bronze,278.0,False,0
C00416,TXN000416,ACC00416,DEV00416,191.126.148.158,MER017,2023-11-03,20.0,Female,North,82,26632.11,79,399.94,0,Gold,201.0,False,0
C00417,TXN000417,ACC00417,DEV00417,31.66.202.248,MER043,2023-10-11,53.0,Male,West,117,15882.66,64,277.38,2,Gold,217.0,False,0
C00418,TXN000418,ACC00418,DEV00418,69.102.233.42,MER032,2023-01-22,,Female,South,15,12292.04,44,276.31,1,Silver,236.0,True,0
C00419,TXN000419,ACC00419,DEV00419,67.15.60.162,MER015,2023-08-15,28.0,Female,North,36,32408.9,87,450.47,10,Platinum,165.0,False,0
C00420,TXN000420,ACC00420,DEV00420,89.250.227.228,MER049,2023-08-13,38.0,Other,South,61,27364.19,48,486.18,1,Silver,248.0,False,0
C00421,TXN000421,ACC00421,DEV00421,185.179.130.252,MER036,2023-07-18,53.0,Male,West,112,28680.51,95,355.37,6,Bronze,72.0,False,0
C00422,TXN000422,ACC00422,DEV00422,25.184.36.87,MER022,2023-10-09,59.0,Male,North,84,21684.4,100,246.64,3,Bronze,304.0,True,0
C00423,TXN000423,ACC00423,DEV00423,65.153.200.21,MER007,2023-11-21,45.0,Female,South,92,15247.72,59,233.64,1,Bronze,315.0,False,0
C00424,TXN000424,ACC00424,DEV00424,153.57.20.107,MER049,2023-07-20,,Male,South,70,11367.97,68,199.31,7,Gold,159.0,True,1
C00425,TXN000425,ACC00425,DEV00425,148.52.100.243,MER038,2023-04-27,40.0,Female,West,51,5645.89,26,187.18,10,Silver,167.0,True,0
C00426,TXN000426,ACC00426,DEV00426,89.253.212.95,MER034,2023-12-25,,Female,North,24,18045.1,82,201.84,8,Bronze,182.0,False,0
C00427,TXN000427,ACC00427,DEV00427,147.181.119.104,MER042,2023-12-18,23.0,Male,North,104,3037.26,68,53.98,10,Bronze,299.0,False,0
C00428,TXN000428,ACC00428,DEV00428,84.36.7.86,MER031,2023-09-08,59.0,Male,East,97,4697.32,91,47.94,6,Silver,65.0,True,0
C00429,TXN000429,ACC00429,DEV00429,203.60.46.84,MER012,2023-08-22,40.0,Female,North,4,11145.24,27,392.14,7,Gold,125.0,True,0
C00430,TXN000430,ACC00430,DEV00430,153.55.56.29,MER012,2023-02-08,18.0,Female,East,86,19916.69,79,228.58,1,Bronze,225.0,False,0
C00431,TXN000431,ACC00431,DEV00431,85.56.212.231,MER004,2023-05-27,58.0,Female,South,11,25306.62,48,466.04,9,Gold,254.0,True,1
C00432,TXN000432,ACC00432,DEV00432,95.22.23.83,MER004,2023-03-14,19.0,Male,East,89,6404.23,19,309.99,8,Silver,108.0,True,0
C00433,TXN000433,ACC00433,DEV00433,118.135.78.91,MER037,2023-07-07,39.0,Female,North,100,507.22,18,27.24,2,Gold,43.0,False,0
C00434,TXN000434,ACC00434,DEV00434,73.132.178.12,MER043,2023-10-29,29.0,Male,East,16,4616.9,57,87.19,3,Bronze,186.0,False,0
C00435,TXN000435,ACC00435,DEV00435,122.165.171.144,MER009,2023-03-23,51.0,Female,East,53,3827.11,32,110.85,6,Silver,234.0,True,0
C00436,TXN000436,ACC00436,DEV00436,134.173.97.145,MER029,2023-12-30,21.0,Female,North,15,6350.64,11,488.11,0,Bronze,280.0,True,0
C00437,TXN000437,ACC00437,DEV00437,82.112.32.89,MER007,2023-02-17,23.0,Male,South,69,5214.69,43,117.17,8,Bronze,2.0,True,0
C00438,TXN000438,ACC00438,DEV00438,37.58.107.128,MER021,2023-02-05,,Female,North,112,18479.38,66,262.72,3,Gold,7.0,True,0
C00439,TXN000439,ACC00439,DEV00439,240.7.229.84,MER040,2023-12-22,75.0,Female,North,10,14622.14,32,468.73,0,Silver,142.0,False,0
C00440,TXN000440,ACC00440,DEV00440,184.173.247.28,MER041,2023-02-06,20.0,Male,East,48,51734.28,96,488.82,3,Bronze,206.0,False,0
C00441,TXN000441,ACC00441,DEV00441,246.16.223.166,MER048,2023-09-26,44.0,Female,South,117,11767.6,78,125.82,9,Gold,2.0,True,0
C00442,TXN000442,ACC00442,DEV00442,123.102.24.204,MER016,2023-10-06,64.0,Female,West,37,1530.97,52,34.07,3,Bronze,64.0,True,0
C00443,TXN000443,ACC00443,DEV00443,185.239.186.244,MER048,2023-05-01,34.0,Female,South,16,7060.42,94,85.26,5,Silver,153.0,True,0
C00444,TXN000444,ACC00444,DEV00444,226.109.179.68,MER040,2023-01-24,46.0,Male,East,59,1833.8,44,41.03,8,Platinum,102.0,True,0
C00445,TXN000445,ACC00445,DEV00445,202.155.112.160,MER017,2023-04-23,66.0,Female,East,62,1467.53,14,105.61,0,Silver,260.0,True,0
C00446,TXN000446,ACC00446,DEV00446,71.159.121.82,MER017,2023-01-26,60.0,Male,East,80,1187.45,4,288.6,8,Gold,13.0,True,1
C00447,TXN000447,ACC00447,DEV00447,248.17.193.54,MER006,2023-09-03,35.0,Female,West,38,35217.35,94,457.1,3,Silver,325.0,False,0
C00448,TXN000448,ACC00448,DEV00448,57.40.27.32,MER047,2023-11-21,61.0,Female,East,115,25226.67,96,273.24,7,Gold,62.0,True,0
C00449,TXN000449,ACC00449,DEV00449,212.236.149.4,MER011,2023-12-30,57.0,Male,East,63,24215.96,74,316.73,2,Silver,161.0,False,0
C00450,TXN000450,ACC00450,DEV00450,220.153.133.241,MER014,2023-10-20,47.0,Male,East,35,1238.83,11,108.91,1,Silver,361.0,True,0
C00451,TXN000451,ACC00451,DEV00451,105.92.199.134,MER021,2023-10-10,43.0,Female,South,116,12828.23,30,402.29,8,Bronze,242.0,False,0
C00452,TXN000452,ACC00452,DEV00452,183.177.214.81,MER007,2023-11-18,71.0,Male,East,111,1701.33,5,312.72,8,Gold,365.0,False,1
C00453,TXN000453,ACC00453,DEV00453,19.122.165.208,MER041,2023-10-09,68.0,Female,West,60,2747.82,6,433.43,10,Bronze,8.0,True,1
C00454,TXN000454,ACC00454,DEV00454,68.190.212.206,MER035,2023-08-26,75.0,Female,East,3,13251.7,25,474.93,7,Platinum,263.0,True,1
C00455,TXN000455,ACC00455,DEV00455,206.251.168.95,MER008,2023-12-30,57.0,Female,East,72,10989.62,58,180.47,5,Bronze,28.0,False,0
C00456,TXN000456,ACC00456,DEV00456,111.190.61.154,MER009,2023-04-28,38.0,Male,North,67,386.37,7,54.38,2,Bronze,224.0,True,0
C00457,TXN000457,ACC00457,DEV00457,146.170.108.188,MER002,2023-05-31,24.0,Male,South,18,12457.92,99,120.71,3,Gold,119.0,True,1
C00458,TXN000458,ACC00458,DEV00458,19.191.207.225,MER048,2023-11-27,25.0,Male,North,77,8681.16,46,224.54,7,Bronze,284.0,True,1
C00459,TXN000459,ACC00459,DEV00459,235.89.12.166,MER022,2023-04-24,73.0,Female,North,101,11621.77,27,473.39,3,Bronze,46.0,False,0
C00460,TXN000460,ACC00460,DEV00460,23.72.179.152,MER033,2023-04-20,39.0,Other,South,13,10270.58,52,195.37,5,Gold,328.0,True,0
C00461,TXN000461,ACC00461,DEV00461,155.191.42.201,MER008,2023-02-25,24.0,Female,South,87,35641.59,80,387.68,1,Bronze,176.0,True,0
C00462,TXN000462,ACC00462,DEV00462,149.107.118.130,MER012,2023-04-11,30.0,Male,East,17,9424.43,32,274.83,4,Bronze,190.0,True,0
C00463,TXN000463,ACC00463,DEV00463,140.85.57.43,MER028,2023-08-05,19.0,Male,West,90,416.33,5,99.58,2,Silver,209.0,False,0
C00464,TXN000464,ACC00464,DEV00464,87.67.132.232,MER011,2023-11-20,48.0,Male,West,51,1039.98,6,167.16,1,Bronze,13.0,True,0
C00465,TXN000465,ACC00465,DEV00465,28.79.13.248,MER031,2023-02-19,52.0,Other,South,1,25225.76,86,330.06,1,Bronze,114.0,False,0
C00466,TXN000466,ACC00466,DEV00466,178.62.106.184,MER047,2023-09-06,39.0,Male,South,116,4457.98,12,339.7,5,Bronze,259.0,False,0
C00467,TXN000467,ACC00467,DEV00467,244.146.69.178,MER016,2023-10-07,61.0,Male,East,20,16143.47,64,223.03,4,Bronze,351.0,True,0
C00468,TXN000468,ACC00468,DEV00468,175.164.12.180,MER031,2023-11-23,45.0,Female,South,72,4937.48,39,122.04,1,Bronze,360.0,True,0
C00469,TXN000469,ACC00469,DEV00469,5.231.225.144,MER046,2023-10-01,73.0,Female,West,22,29407.76,78,363.73,5,Bronze,196.0,False,0
C00470,TXN000470,ACC00470,DEV00470,165.18.223.69,MER045,2023-02-26,62.0,Male,West,112,607.33,7,92.75,1,Silver,95.0,False,0
C00471,TXN000471,ACC00471,DEV00471,67.180.239.126,MER001,2023-06-28,22.0,Female,East,89,41299.84,90,468.97,0,Silver,175.0,True,0
C00472,TXN000472,ACC00472,DEV00472,129.140.74.152,MER006,2023-12-14,33.0,Male,North,97,8185.51,70,102.07,1,Bronze,,True,0
C00473,TXN000473,ACC00473,DEV00473,245.98.197.197,MER050,2023-11-28,61.0,Male,East,52,3067.66,45,62.58,4,Bronze,145.0,True,0
C00474,TXN000474,ACC00474,DEV00474,217.184.235.182,MER047,2023-08-12,49.0,Male,West,57,5372.97,21,253.85,10,Gold,132.0,True,0
C00475,TXN000475,ACC00475,DEV00475,248.182.213.227,MER017,2023-12-18,61.0,Male,North,77,24562.21,98,264.58,2,Silver,317.0,True,0
C00476,TXN000476,ACC00476,DEV00476,250.152.181.246,MER027,2023-09-01,37.0,Other,North,95,6585.25,31,259.01,3,Silver,143.0,True,0
C00477,TXN000477,ACC00477,DEV00477,97.31.225.161,MER029,2023-01-24,20.0,Female,East,102,9599.39,50,223.97,2,Silver,11.0,True,0
C00478,TXN000478,ACC00478,DEV00478,109.183.9.122,MER034,2023-11-30,63.0,Female,South,3,17455.08,40,497.46,3,Bronze,264.0,False,0
C00479,TXN000479,ACC00479,DEV00479,68.74.247.140,MER038,2023-03-03,63.0,Male,East,80,5656.93,24,248.28,7,Gold,243.0,False,0
C00480,TXN000480,ACC00480,DEV00480,36.93.62.231,MER019,2023-05-19,55.0,Female,South,14,12078.03,42,244.19,3,Platinum,139.0,False,0
C00481,TXN000481,ACC00481,DEV00481,74.91.85.45,MER045,2023-03-28,41.0,Other,West,35,3473.87,16,216.67,7,Platinum,230.0,True,0
C00482,TXN000482,ACC00482,DEV00482,199.147.111.101,MER003,2023-09-20,18.0,Male,South,100,38.21,1,42.74,9,Bronze,344.0,True,0
C00483,TXN000483,ACC00483,DEV00483,170.25.237.144,MER002,2023-01-11,60.0,Other,South,31,7341.45,29,300.55,10,Bronze,338.0,True,0
C00484,TXN000484,ACC00484,DEV00484,58.137.217.44,MER048,2023-08-22,56.0,Female,North,96,1365.94,12,121.7,6,Bronze,289.0,False,0
C00485,TXN000485,ACC00485,DEV00485,134.152.206.145,MER009,2023-11-12,56.0,Female,North,56,15252.32,42,322.43,7,Bronze,213.0,True,0
C00486,TXN000486,ACC00486,DEV00486,188.197.227.92,MER050,2023-10-15,27.0,Male,North,28,2895.45,87,34.91,10,Bronze,11.0,True,0
C00487,TXN000487,ACC00487,DEV00487,179.64.215.242,MER015,2023-04-23,60.0,Female,West,41,9254.58,17,490.88,8,Silver,187.0,False,0
C00488,TXN000488,ACC00488,DEV00488,75.143.209.7,MER019,2023-11-24,60.0,Female,South,64,268.85,1,239.81,3,Bronze,299.0,False,0
C00489,TXN000489,ACC00489,DEV00489,180.209.222.50,MER002,2023-05-13,67.0,Female,North,92,4553.4,12,449.41,1,Platinum,309.0,True,1
C00490,TXN000490,ACC00490,DEV00490,193.200.1.180,MER048,2023-09-06,50.0,Female,South,73,12932.71,51,243.02,1,Bronze,283.0,False,1
C00491,TXN000491,ACC00491,DEV00491,160.247.11.246,MER018,2023-07-04,,Male,East,112,1311.09,28,39.56,9,Bronze,361.0,True,1
C00492,TXN000492,ACC00492,DEV00492,146.70.99.195,MER009,2023-01-25,41.0,Female,West,105,19439.18,49,412.88,6,Gold,189.0,True,0
C00493,TXN000493,ACC00493,DEV00493,253.81.250.160,MER025,2023-01-02,58.0,Female,West,91,806.29,3,327.61,3,Gold,41.0,True,0
C00494,TXN000494,ACC00494,DEV00494,49.152.204.14,MER008,2023-03-08,58.0,Female,North,73,15626.85,34,393.06,3,Bronze,182.0,True,0
C00495,TXN000495,ACC00495,DEV00495,21.2.145.15,MER040,2023-12-08,63.0,Male,West,35,10648.34,42,219.8,3,Silver,117.0,False,0
C00496,TXN000496,ACC00496,DEV00496,237.33.19.66,MER004,2023-12-15,67.0,Male,South,50,14319.67,44,322.59,8,Bronze,305.0,True,0
C00497,TXN000497,ACC00497,DEV00497,194.231.64.132,MER025,2023-05-30,18.0,Male,West,15,24557.58,56,429.55,6,Bronze,284.0,True,0
C00498,TXN000498,ACC00498,DEV00498,197.203.39.213,MER020,2023-12-20,63.0,Male,North,45,22310.61,79,319.22,9,Silver,156.0,False,0
C00499,TXN000499,ACC00499,DEV00499,221.187.134.100,MER002,2023-01-19,63.0,Other,East,112,9560.1,47,180.36,3,Bronze,142.0,True,0
C00500,TXN000500,ACC00500,DEV00500,226.220.132.189,MER003,2023-12-20,49.0,Male,West,52,28428.47,85,334.64,5,Silver,59.0,True,0
C00501,TXN000501,ACC00501,DEV00501,102.189.23.229,MER026,2023-03-26,48.0,Female,North,14,14626.13,53,339.21,1,Bronze,16.0,True,0
C00502,TXN000502,ACC00502,DEV00502,131.153.49.135,MER020,2023-01-14,59.0,Female,West,79,13928.74,27,480.69,10,Silver,115.0,True,0
C00503,TXN000503,ACC00503,DEV00503,1.227.191.116,MER007,2023-10-04,44.0,Female,North,116,5204.97,23,191.75,5,Gold,88.0,True,0
C00504,TXN000504,ACC00504,DEV00504,213.207.31.14,MER007,2023-05-20,42.0,Male,West,105,8151.99,33,218.29,6,Bronze,97.0,True,0
C00505,TXN000505,ACC00505,DEV00505,65.1.146.135,MER041,2023-04-17,64.0,Female,East,33,22295.05,60,407.94,4,Bronze,365.0,False,0
C00506,TXN000506,ACC00506,DEV00506,137.19.234.249,MER037,2023-10-05,63.0,Female,West,55,5293.88,25,257.82,2,Silver,249.0,True,0
C00507,TXN000507,ACC00507,DEV00507,150.2.101.183,MER031,2023-05-02,30.0,Female,West,64,40135.37,92,370.92,10,Gold,202.0,True,0
C00508,TXN000508,ACC00508,DEV00508,191.62.209.246,MER042,2023-10-02,66.0,Male,South,30,13266.69,48,235.26,5,Silver,66.0,True,0
C00509,TXN000509,ACC00509,DEV00509,130.97.134.7,MER004,2023-03-13,36.0,Female,South,33,10186.72,87,115.59,7,Gold,308.0,False,0
C00510,TXN000510,ACC00510,DEV00510,133.7.9.141,MER035,2023-02-01,25.0,Male,East,29,27358.92,69,375.15,0,Silver,236.0,True,0
C00511,TXN000511,ACC00511,DEV00511,130.251.129.249,MER038,2023-04-29,,Female,North,120,2487.4,34,74.27,3,Bronze,188.0,True,0
C00512,TXN000512,ACC00512,DEV00512,206.86.236.123,MER011,2023-08-11,31.0,Male,South,90,2388.92,23,107.31,8,Silver,171.0,False,0
C00513,TXN000513,ACC00513,DEV00513,152.26.54.133,MER027,2023-03-24,29.0,Male,North,101,20164.86,75,317.14,0,Bronze,202.0,True,0
C00514,TXN000514,ACC00514,DEV00514,69.153.21.64,MER039,2023-02-22,33.0,Female,West,98,10726.52,34,376.16,1,Gold,307.0,True,0
C00515,TXN000515,ACC00515,DEV00515,169.156.250.229,MER031,2023-10-01,46.0,Male,North,116,10011.57,25,448.4,8,Bronze,263.0,True,0
C00516,TXN000516,ACC00516,DEV00516,206.1.154.59,MER013,2023-06-30,27.0,Female,South,13,15312.84,94,143.57,3,Bronze,178.0,True,0
C00517,TXN000517,ACC00517,DEV00517,68.54.116.32,MER034,2023-06-07,27.0,Female,South,106,2702.25,49,64.25,3,Silver,244.0,False,0
C00518,TXN000518,ACC00518,DEV00518,136.43.128.159,MER038,2023-03-29,40.0,Male,South,8,2130.77,5,478.46,6,Silver,340.0,True,0
C00519,TXN000519,ACC00519,DEV00519,46.27.205.188,MER001,2023-01-07,30.0,Male,West,58,4366.8,50,85.67,2,Silver,120.0,True,0
C00520,TXN000520,ACC00520,DEV00520,67.226.57.236,MER029,2023-01-20,29.0,Male,West,72,4450.13,47,106.86,0,Silver,329.0,True,0
C00521,TXN000521,ACC00521,DEV00521,29.168.5.51,MER026,2023-09-06,70.0,Female,East,43,11498.96,87,152.75,0,Platinum,222.0,True,0
C00522,TXN000522,ACC00522,DEV00522,103.22.117.59,MER019,2023-01-30,52.0,Female,West,18,19888.05,72,269.4,0,Gold,68.0,True,0
C00523,TXN000523,ACC00523,DEV00523,26.245.250.245,MER003,2023-04-01,18.0,Male,North,24,8384.57,20,442.58,1,Gold,353.0,False,0
C00524,TXN000524,ACC00524,DEV00524,40.98.84.83,MER005,2023-11-29,23.0,Female,West,99,6431.7,16,382.67,7,Silver,251.0,True,1
C00525,TXN000525,ACC00525,DEV00525,106.130.124.75,MER038,2023-05-06,65.0,Male,North,39,25367.64,61,357.0,3,Silver,141.0,False,0
C00526,TXN000526,ACC00526,DEV00526,249.249.85.57,MER042,2023-09-29,33.0,Female,North,38,412.3,5,95.84,0,Silver,79.0,False,0
C00527,TXN000527,ACC00527,DEV00527,136.94.251.110,MER021,2023-05-06,26.0,Female,North,111,6908.71,32,185.26,0,Silver,335.0,True,0
C00528,TXN000528,ACC00528,DEV00528,11.32.19.98,MER047,2023-12-07,,Male,North,18,3972.79,14,244.42,5,Bronze,301.0,False,0
C00529,TXN000529,ACC00529,DEV00529,81.218.227.36,MER047,2023-10-27,66.0,Female,West,110,279.2,3,82.24,9,Silver,17.0,False,0
C00530,TXN000530,ACC00530,DEV00530,240.149.78.104,MER034,2023-06-21,41.0,Male,South,111,13941.77,92,143.98,3,Bronze,233.0,True,0
C00531,TXN000531,ACC00531,DEV00531,113.44.221.4,MER030,2023-09-07,61.0,Female,West,72,1519.39,9,161.08,0,Bronze,42.0,True,0
C00532,TXN000532,ACC00532,DEV00532,18.70.37.16,MER049,2023-05-31,42.0,Female,South,20,76.4,1,72.37,2,Gold,108.0,True,0
C00533,TXN000533,ACC00533,DEV00533,98.96.32.206,MER031,2023-12-11,24.0,Other,North,19,28287.1,94,279.62,5,Bronze,208.0,True,0
C00534,TXN000534,ACC00534,DEV00534,225.183.133.241,MER047,2023-05-11,64.0,Female,South,35,5447.52,19,355.46,2,Silver,91.0,False,0
C00535,TXN000535,ACC00535,DEV00535,90.109.4.180,MER049,2023-11-02,71.0,Female,North,70,4295.32,82,44.27,10,Silver,188.0,True,0
C00536,TXN000536,ACC00536,DEV00536,24.169.199.56,MER010,2023-08-13,75.0,Male,South,19,1016.66,4,245.75,8,Bronze,157.0,True,0
C00537,TXN000537,ACC00537,DEV00537,156.78.102.135,MER034,2023-08-23,23.0,Female,East,55,7000.93,16,393.28,3,Gold,213.0,True,0
C00538,TXN000538,ACC00538,DEV00538,64.203.101.118,MER037,2023-05-09,50.0,Male,West,14,4296.45,12,376.52,10,Bronze,293.0,True,1
