TransactionAmount,TransactionType,Location,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,PreviousTransactionDate
98.81,1,San Francisco,1,27.0,3,91.0,1.0,797.1,2024-11-04 08:08:11
1.87,1,Washington,0,65.0,2,147.0,1.0,7287.94,2024-11-04 08:09:48
78.92,0,Jacksonville,2,59.0,1,95.0,1.0,5624.86,2024-11-04 08:08:28
194.29,0,Seattle,1,39.0,1,10.0,1.0,2988.41,2024-11-04 08:08:57
105.53,1,Colorado Springs,2,24.0,3,88.0,1.0,1433.66,2024-11-04 08:10:14
737.34,1,Miami,2,30.0,0,34.0,1.0,7336.56,2024-11-04 08:08:06
237.86,1,Philadelphia,0,18.0,3,210.0,1.0,475.63,2024-11-04 08:10:20
409.61,1,Kansas City,1,65.0,0,89.0,1.0,11698.15,2024-11-04 08:10:16
75.53,0,Fresno,2,21.0,3,157.0,1.0,1034.35,2024-11-04 08:07:11
72.75,1,Phoenix,0,64.0,0,15.0,1.0,12042.79,2024-11-04 08:07:19
39.11,1,Columbus,2,26.0,3,143.0,1.0,518.54,2024-11-04 08:08:27
1309.79,1,San Francisco,0,23.0,3,139.0,1.0,1258.93,2024-11-04 08:11:14
729.38,1,Los Angeles,0,68.0,0,90.0,1.0,9127.65,2024-11-04 08:08:16
137.49,1,Fort Worth,0,34.0,1,50.0,1.0,4471.05,2024-11-04 08:07:04
504.71,1,Detroit,2,29.0,1,61.0,1.0,6214.54,2024-11-04 08:08:37
371.47,0,Milwaukee,1,24.0,3,58.0,1.0,1187.04,2024-11-04 08:07:09
430.35,1,Charlotte,2,36.0,0,205.0,1.0,354.9,2024-11-04 08:10:51
230.32,1,Las Vegas,1,35.0,1,56.0,1.0,791.46,2024-11-04 08:08:34
121.71,1,Chicago,0,52.0,2,140.0,1.0,5878.89,2024-11-04 08:11:23
98.87,1,Detroit,2,20.0,3,179.0,1.0,533.2,2024-11-04 08:06:58
117.55,1,Fresno,0,24.0,3,35.0,1.0,897.94,2024-11-04 08:11:13
244.64,1,Tucson,1,30.0,0,103.0,1.0,9159.56,2024-11-04 08:06:53
321.93,1,Nashville,0,45.0,1,12.0,1.0,4392.73,2024-11-04 08:07:51
346.65,1,Washington,2,30.0,1,60.0,1.0,6356.96,2024-11-04 08:06:58
388.65,1,Oklahoma City,0,76.0,2,43.0,1.0,7896.85,2024-11-04 08:08:15
29.22,1,San Antonio,0,24.0,3,151.0,1.0,1649.43,2024-11-04 08:09:03
46.75,1,Colorado Springs,1,67.0,2,150.0,1.0,2840.43,2024-11-04 08:09:20
348.64,1,San Jose,2,57.0,2,128.0,1.0,3274.96,2024-11-04 08:11:22
319.17,1,Tucson,2,73.0,2,81.0,1.0,6501.56,2024-11-04 08:08:49
73.95,1,Kansas City,0,26.0,3,76.0,1.0,363.92,2024-11-04 08:07:22
389.63,1,Mesa,2,27.0,1,99.0,1.0,9748.48,2024-11-04 08:08:55
217.61,1,Chicago,0,19.0,3,45.0,1.0,1404.53,2024-11-04 08:10:08
199.84,1,Dallas,0,21.0,3,150.0,1.0,706.44,2024-11-04 08:09:14
56.35,1,Charlotte,0,44.0,0,75.0,1.0,5095.73,2024-11-04 08:07:36
248.95,0,San Francisco,1,65.0,2,29.0,1.0,3059.79,2024-11-04 08:09:32
142.58,1,San Antonio,0,33.0,1,145.0,1.0,7844.23,2024-11-04 08:06:46
1607.55,1,Phoenix,0,31.0,1,156.0,1.0,6227.99,2024-11-04 08:07:33
333.78,1,San Diego,0,60.0,2,98.0,1.0,6810.94,2024-11-04 08:07:50
332.59,1,San Antonio,2,55.0,2,143.0,1.0,1457.07,2024-11-04 08:09:05
236.81,1,Oklahoma City,1,22.0,3,15.0,1.0,813.68,2024-11-04 08:07:18
417.8,0,Philadelphia,1,27.0,3,130.0,1.0,1518.82,2024-11-04 08:09:17
319.27,1,San Antonio,0,50.0,0,150.0,1.0,10269.78,2024-11-04 08:12:18
820.62,0,Fresno,1,61.0,0,158.0,1.0,6024.8,2024-11-04 08:07:28
474.77,0,Indianapolis,2,56.0,1,50.0,1.0,2158.59,2024-11-04 08:08:36
542.72,0,Indianapolis,1,43.0,0,92.0,1.0,6011.8,2024-11-04 08:08:53
79.8,1,Fort Worth,0,73.0,2,76.0,1.0,6372.58,2024-11-04 08:06:48
46.24,1,San Diego,1,57.0,1,52.0,1.0,2569.56,2024-11-04 08:07:24
327.8,1,San Francisco,0,61.0,0,54.0,1.0,10585.48,2024-11-04 08:09:18
445.79,1,Las Vegas,0,52.0,0,161.0,1.0,717.99,2024-11-04 08:12:05
55.89,1,Fresno,2,72.0,2,150.0,1.0,3689.65,2024-11-04 08:11:33
158.41,1,Sacramento,1,28.0,3,16.0,1.0,1512.16,2024-11-04 08:10:03
101.19,0,Denver,2,64.0,0,75.0,1.0,14389.45,2024-11-04 08:09:44
827.14,1,El Paso,1,36.0,1,265.0,4.0,9800.21,2024-11-04 08:08:14
61.97,1,Phoenix,0,74.0,2,95.0,1.0,7014.69,2024-11-04 08:10:47
27.21,1,San Jose,0,79.0,2,102.0,1.0,3520.61,2024-11-04 08:06:49
173.74,1,Houston,2,80.0,2,64.0,1.0,4913.42,2024-11-04 08:11:52
176.11,1,San Jose,1,38.0,1,105.0,1.0,9155.35,2024-11-04 08:10:30
88.4,1,Fort Worth,2,46.0,1,174.0,1.0,2567.53,2024-11-04 08:09:41
567.92,1,Columbus,2,53.0,2,14.0,1.0,3779.47,2024-11-04 08:12:12
138.11,0,Phoenix,2,68.0,2,104.0,1.0,4177.65,2024-11-04 08:07:04
456.93,0,Virginia Beach,1,28.0,1,193.0,1.0,7284.76,2024-11-04 08:09:29
101.42,1,Atlanta,2,66.0,2,146.0,1.0,6530.59,2024-11-04 08:12:22
300.61,1,El Paso,2,44.0,0,51.0,1.0,7895.54,2024-11-04 08:11:56
265.94,1,Boston,2,54.0,1,132.0,1.0,6781.3,2024-11-04 08:06:37
345.54,1,San Diego,2,29.0,1,50.0,1.0,2091.78,2024-11-04 08:11:09
411.52,1,Los Angeles,0,41.0,0,88.0,1.0,11108.39,2024-11-04 08:09:13
111.21,1,Portland,1,35.0,0,111.0,1.0,9088.36,2024-11-04 08:12:12
316.37,1,Colorado Springs,0,53.0,1,86.0,1.0,4671.69,2024-11-04 08:08:00
260.63,1,Fort Worth,1,37.0,1,142.0,1.0,7534.73,2024-11-04 08:08:49
92.36,1,Dallas,0,29.0,1,144.0,1.0,6353.14,2024-11-04 08:07:55
262.06,1,Oklahoma City,1,63.0,0,118.0,1.0,13587.52,2024-11-04 08:10:23
64.5,1,Denver,0,74.0,2,230.0,1.0,1351.24,2024-11-04 08:08:31
253.55,1,Jacksonville,0,28.0,1,85.0,5.0,2797.26,2024-11-04 08:09:12
175.94,1,Indianapolis,0,57.0,2,89.0,1.0,3728.04,2024-11-04 08:07:11
199.47,1,Detroit,2,57.0,0,142.0,1.0,6067.44,2024-11-04 08:07:22
51.07,1,Dallas,1,63.0,2,133.0,1.0,4292.16,2024-11-04 08:12:12
435.86,1,Jacksonville,0,56.0,2,134.0,1.0,3801.82,2024-11-04 08:09:18
74.73,0,Jacksonville,1,64.0,2,162.0,1.0,6353.22,2024-11-04 08:08:26
182.79,0,Louisville,2,23.0,3,14.0,1.0,1251.85,2024-11-04 08:06:54
628.36,1,Austin,2,44.0,0,108.0,1.0,11869.71,2024-11-04 08:07:32
268.39,1,San Antonio,2,29.0,0,177.0,1.0,9409.43,2024-11-04 08:11:45
560.15,0,Memphis,2,50.0,1,92.0,1.0,817.83,2024-11-04 08:10:51
351.99,1,Chicago,0,80.0,2,45.0,2.0,3663.64,2024-11-04 08:11:23
132.36,1,Colorado Springs,1,28.0,3,160.0,1.0,319.65,2024-11-04 08:10:05
24.77,0,Nashville,2,40.0,1,17.0,1.0,478.23,2024-11-04 08:07:20
668.67,1,Detroit,2,44.0,0,143.0,4.0,13446.81,2024-11-04 08:06:29
80.24,0,New York,1,53.0,0,58.0,1.0,8012.81,2024-11-04 08:12:13
8.65,1,Mesa,0,68.0,2,198.0,1.0,4201.22,2024-11-04 08:11:35
178.91,1,Omaha,0,18.0,3,19.0,1.0,8870.89,2024-11-04 08:07:06
115.22,1,San Francisco,1,27.0,1,108.0,1.0,906.2,2024-11-04 08:09:07
161.63,1,San Jose,2,46.0,0,276.0,1.0,9286.37,2024-11-04 08:08:21
542.75,0,Nashville,1,70.0,2,63.0,1.0,2224.08,2024-11-04 08:08:27
317.47,0,Sacramento,2,67.0,0,16.0,1.0,14639.28,2024-11-04 08:07:58
280.99,1,Houston,1,45.0,1,29.0,1.0,9733.59,2024-11-04 08:07:24
24.19,1,San Diego,0,29.0,1,28.0,1.0,2756.2,2024-11-04 08:07:26
372.41,1,San Diego,0,55.0,2,143.0,1.0,3233.87,2024-11-04 08:06:34
247.17,0,Chicago,1,65.0,2,149.0,1.0,2611.64,2024-11-04 08:07:43
48.78,0,Kansas City,1,18.0,3,136.0,1.0,552.06,2024-11-04 08:10:11
4.15,0,Omaha,1,60.0,2,119.0,1.0,6017.36,2024-11-04 08:09:48
60.99,1,Oklahoma City,1,34.0,1,58.0,1.0,7281.46,2024-11-04 08:07:51
408.19,1,Mesa,1,26.0,1,241.0,1.0,6847.47,2024-11-04 08:08:29
524.6,1,El Paso,1,58.0,0,76.0,1.0,13017.7,2024-11-04 08:09:46
108.96,1,Milwaukee,0,26.0,3,247.0,1.0,7597.66,2024-11-04 08:06:40
70.03,1,Nashville,1,63.0,2,49.0,1.0,7330.31,2024-11-04 08:07:55
324.04,1,Virginia Beach,0,54.0,2,30.0,1.0,2248.06,2024-11-04 08:08:07
39.69,1,Austin,2,70.0,2,163.0,1.0,3524.68,2024-11-04 08:07:44
81.27,0,Seattle,2,22.0,3,68.0,1.0,1814.48,2024-11-04 08:10:47
193.82,1,Kansas City,1,37.0,1,176.0,1.0,3886.77,2024-11-04 08:12:09
474.05,1,San Jose,0,57.0,2,214.0,1.0,1484.31,2024-11-04 08:10:46
39.21,1,Miami,0,66.0,0,245.0,4.0,9385.57,2024-11-04 08:11:52
637.75,1,Dallas,1,79.0,2,152.0,1.0,4202.92,2024-11-04 08:08:51
153.59,0,Portland,1,66.0,2,174.0,1.0,4813.12,2024-11-04 08:09:43
186.6,1,Tucson,1,18.0,3,139.0,1.0,9716.68,2024-11-04 08:10:37
644.08,1,Atlanta,2,24.0,3,55.0,1.0,1980.62,2024-11-04 08:07:18
305.0,1,Phoenix,0,22.0,3,222.0,1.0,944.83,2024-11-04 08:06:50
233.1,0,Nashville,1,42.0,0,37.0,1.0,7469.2,2024-11-04 08:11:39
793.13,1,Memphis,2,68.0,0,76.0,1.0,13389.16,2024-11-04 08:09:45
224.19,1,Houston,0,52.0,0,93.0,1.0,8475.47,2024-11-04 08:07:34
214.83,0,Tucson,0,23.0,3,63.0,1.0,991.69,2024-11-04 08:11:45
163.46,0,Baltimore,1,63.0,2,111.0,1.0,6953.8,2024-11-04 08:11:32
194.99,1,Jacksonville,1,34.0,1,91.0,1.0,1370.03,2024-11-04 08:07:50
23.4,1,El Paso,0,46.0,0,175.0,4.0,14851.28,2024-11-04 08:07:14
227.5,1,Sacramento,2,34.0,0,277.0,1.0,11505.35,2024-11-04 08:11:35
259.9,1,Oklahoma City,2,26.0,3,100.0,1.0,914.28,2024-11-04 08:07:29
59.51,0,Dallas,2,36.0,0,55.0,1.0,9955.88,2024-11-04 08:12:18
1074.95,1,Jacksonville,1,20.0,3,91.0,1.0,530.86,2024-11-04 08:09:58
112.94,0,San Antonio,2,73.0,2,31.0,1.0,3807.84,2024-11-04 08:07:19
11.81,1,Phoenix,0,21.0,3,131.0,1.0,320.25,2024-11-04 08:07:53
329.14,1,Sacramento,1,55.0,0,14.0,1.0,12033.92,2024-11-04 08:09:00
154.24,1,Mesa,0,61.0,2,82.0,1.0,6109.55,2024-11-04 08:08:33
233.44,1,Chicago,2,20.0,3,297.0,1.0,1691.88,2024-11-04 08:07:54
1137.63,1,Baltimore,0,26.0,3,144.0,1.0,1629.12,2024-11-04 08:08:03
98.71,1,Fort Worth,0,32.0,0,117.0,1.0,10095.23,2024-11-04 08:07:42
87.38,1,Atlanta,1,21.0,3,252.0,1.0,1504.99,2024-11-04 08:09:45
83.39,1,Omaha,1,32.0,0,158.0,1.0,13182.11,2024-11-04 08:12:20
267.55,1,Charlotte,2,46.0,1,40.0,1.0,4330.04,2024-11-04 08:12:03
870.05,1,El Paso,0,29.0,0,39.0,1.0,905.25,2024-11-04 08:11:02
164.51,1,Louisville,1,78.0,2,110.0,1.0,3553.69,2024-11-04 08:07:10
758.12,1,San Francisco,0,69.0,2,90.0,1.0,6164.65,2024-11-04 08:11:14
103.76,1,Kansas City,2,28.0,1,188.0,1.0,9626.14,2024-11-04 08:11:31
583.92,1,Kansas City,2,55.0,1,139.0,1.0,6364.14,2024-11-04 08:06:32
204.06,1,Washington,2,77.0,2,159.0,1.0,4351.83,2024-11-04 08:07:22
53.51,1,New York,2,56.0,2,165.0,1.0,5773.5,2024-11-04 08:11:18
1108.46,1,Los Angeles,1,30.0,1,262.0,1.0,9257.04,2024-11-04 08:06:36
120.17,1,Portland,0,49.0,0,105.0,1.0,5403.79,2024-11-04 08:11:50
220.8,1,Indianapolis,2,31.0,1,28.0,1.0,8135.31,2024-11-04 08:10:00
119.01,1,Philadelphia,0,45.0,0,87.0,1.0,9798.26,2024-11-04 08:09:17
183.32,1,Raleigh,0,21.0,3,74.0,1.0,137.42,2024-11-04 08:09:31
858.88,1,Jacksonville,2,60.0,1,227.0,1.0,7015.46,2024-11-04 08:12:11
11.46,0,San Francisco,2,41.0,1,128.0,1.0,2356.71,2024-11-04 08:09:16
61.37,1,Columbus,1,75.0,2,164.0,1.0,4294.44,2024-11-04 08:10:55
103.08,0,Milwaukee,1,49.0,1,150.0,1.0,9251.38,2024-11-04 08:06:42
425.18,0,Colorado Springs,2,26.0,1,172.0,1.0,9880.71,2024-11-04 08:08:39
60.96,1,Colorado Springs,0,52.0,2,238.0,1.0,6189.24,2024-11-04 08:09:58
64.21,1,Omaha,0,51.0,0,37.0,1.0,12540.18,2024-11-04 08:09:24
523.02,1,Jacksonville,2,53.0,2,83.0,1.0,4586.11,2024-11-04 08:06:38
50.26,1,Las Vegas,1,65.0,2,164.0,1.0,1519.38,2024-11-04 08:10:47
110.08,1,Detroit,1,19.0,3,95.0,1.0,1447.26,2024-11-04 08:08:19
54.47,0,Philadelphia,1,23.0,3,34.0,1.0,1131.42,2024-11-04 08:11:15
79.76,1,Kansas City,2,68.0,0,115.0,1.0,10278.75,2024-11-04 08:08:14
16.79,0,Detroit,2,30.0,0,146.0,1.0,535.15,2024-11-04 08:11:01
1531.31,1,San Diego,2,18.0,3,62.0,4.0,859.86,2024-11-04 08:06:40
68.62,1,Omaha,1,29.0,0,157.0,1.0,13891.47,2024-11-04 08:10:59
643.38,0,Detroit,2,18.0,3,105.0,1.0,1046.74,2024-11-04 08:12:01
328.34,0,San Diego,2,42.0,1,31.0,1.0,2840.45,2024-11-04 08:09:00
72.68,1,Seattle,2,69.0,2,44.0,1.0,6216.77,2024-11-04 08:10:20
354.76,1,Detroit,1,51.0,0,279.0,1.0,10141.92,2024-11-04 08:07:39
793.88,0,Los Angeles,0,22.0,3,252.0,1.0,1404.06,2024-11-04 08:07:13
29.22,1,Detroit,0,27.0,1,69.0,1.0,7795.79,2024-11-04 08:10:28
366.43,0,Portland,2,21.0,3,92.0,1.0,1560.45,2024-11-04 08:09:38
120.86,1,Colorado Springs,2,33.0,0,162.0,4.0,13566.58,2024-11-04 08:11:48
233.74,1,Boston,2,72.0,2,142.0,1.0,4749.54,2024-11-04 08:06:27
471.84,1,Raleigh,0,18.0,3,138.0,1.0,1044.33,2024-11-04 08:08:45
213.4,0,Fort Worth,1,73.0,2,100.0,1.0,2012.24,2024-11-04 08:09:27
254.21,1,Phoenix,0,48.0,1,46.0,1.0,2487.2,2024-11-04 08:10:50
577.73,1,San Jose,0,37.0,0,63.0,1.0,14977.99,2024-11-04 08:06:37
170.26,1,Chicago,0,27.0,3,265.0,1.0,1969.48,2024-11-04 08:07:32
337.73,1,San Antonio,2,78.0,2,107.0,4.0,7001.2,2024-11-04 08:07:28
330.61,0,Nashville,1,64.0,2,113.0,1.0,2525.25,2024-11-04 08:10:34
132.33,0,Phoenix,0,35.0,1,47.0,1.0,7457.94,2024-11-04 08:08:40
74.04,1,Memphis,2,18.0,3,66.0,1.0,1690.23,2024-11-04 08:11:29
197.18,1,Tucson,2,28.0,1,135.0,1.0,3114.92,2024-11-04 08:10:02
590.01,1,San Jose,2,29.0,0,140.0,3.0,9791.74,2024-11-04 08:07:46
697.82,1,New York,2,44.0,1,153.0,1.0,6824.0,2024-11-04 08:07:11
302.76,1,Sacramento,0,38.0,1,88.0,3.0,8583.39,2024-11-04 08:11:08
148.0,1,Tucson,1,20.0,3,35.0,1.0,1488.65,2024-11-04 08:06:39
22.26,1,San Antonio,1,19.0,3,56.0,1.0,5583.88,2024-11-04 08:08:53
0.86,1,Colorado Springs,0,25.0,3,139.0,1.0,1357.22,2024-11-04 08:12:22
757.1,1,Atlanta,1,65.0,0,203.0,1.0,10553.23,2024-11-04 08:11:06
38.81,0,Virginia Beach,2,25.0,3,145.0,1.0,1619.6,2024-11-04 08:12:12
76.51,0,Mesa,2,49.0,1,120.0,4.0,9475.4,2024-11-04 08:07:51
32.46,1,Charlotte,2,31.0,0,10.0,1.0,8656.18,2024-11-04 08:09:33
1022.75,0,San Jose,1,62.0,0,158.0,1.0,207.74,2024-11-04 08:10:47
20.64,1,Charlotte,1,22.0,3,59.0,1.0,949.38,2024-11-04 08:09:17
662.11,1,Atlanta,1,23.0,3,219.0,1.0,1996.38,2024-11-04 08:07:34
35.05,1,Boston,1,30.0,0,105.0,1.0,14330.47,2024-11-04 08:07:17
214.73,0,Los Angeles,0,46.0,0,26.0,1.0,5368.42,2024-11-04 08:07:39
25.38,1,Louisville,1,57.0,1,66.0,1.0,8616.05,2024-11-04 08:11:41
617.66,1,Memphis,0,41.0,1,40.0,1.0,5906.58,2024-11-04 08:10:17
446.39,1,Houston,0,63.0,2,77.0,1.0,7863.6,2024-11-04 08:07:42
377.92,1,Raleigh,1,33.0,1,204.0,1.0,2254.71,2024-11-04 08:06:53
11.04,1,Phoenix,2,30.0,1,43.0,1.0,6983.04,2024-11-04 08:10:40
275.46,1,Fort Worth,0,36.0,0,67.0,1.0,9697.75,2024-11-04 08:12:13
179.76,1,Philadelphia,2,78.0,2,81.0,1.0,5909.52,2024-11-04 08:09:23
32.34,1,Kansas City,1,44.0,0,45.0,1.0,7847.62,2024-11-04 08:09:28
273.92,1,Portland,1,79.0,2,109.0,1.0,4543.56,2024-11-04 08:11:48
388.98,1,Fresno,0,23.0,3,155.0,1.0,1819.91,2024-11-04 08:08:32
492.84,1,Indianapolis,0,25.0,3,38.0,1.0,577.67,2024-11-04 08:09:23
148.85,1,Mesa,0,57.0,0,25.0,1.0,7802.36,2024-11-04 08:08:44
185.99,0,Fresno,1,41.0,1,53.0,1.0,402.45,2024-11-04 08:09:44
322.48,1,Jacksonville,0,27.0,3,57.0,1.0,1238.43,2024-11-04 08:11:25
20.27,1,Miami,1,18.0,3,22.0,1.0,796.35,2024-11-04 08:09:38
280.61,1,Mesa,0,47.0,1,129.0,3.0,7888.76,2024-11-04 08:10:47
104.23,0,Louisville,2,63.0,2,108.0,1.0,5009.29,2024-11-04 08:09:45
353.59,0,New York,1,52.0,2,109.0,5.0,1822.34,2024-11-04 08:10:53
55.86,1,Seattle,2,39.0,1,68.0,1.0,5346.46,2024-11-04 08:06:59
95.55,1,Louisville,1,33.0,1,51.0,1.0,2434.74,2024-11-04 08:10:13
477.07,1,Columbus,2,27.0,1,278.0,1.0,6568.07,2024-11-04 08:07:34
21.41,1,Louisville,2,57.0,0,99.0,1.0,658.91,2024-11-04 08:08:40
278.28,1,Jacksonville,1,28.0,3,26.0,1.0,1346.88,2024-11-04 08:07:37
215.39,1,Detroit,0,27.0,3,216.0,1.0,1582.55,2024-11-04 08:11:13
194.37,1,Milwaukee,0,66.0,0,161.0,1.0,14395.88,2024-11-04 08:09:28
19.59,1,Charlotte,1,64.0,2,122.0,1.0,1061.69,2024-11-04 08:10:31
81.35,1,Houston,2,41.0,1,103.0,1.0,7192.45,2024-11-04 08:07:04
314.54,0,Virginia Beach,1,58.0,1,228.0,1.0,9923.45,2024-11-04 08:11:02
466.64,1,Las Vegas,0,58.0,0,11.0,1.0,10915.11,2024-11-04 08:09:20
472.48,1,New York,1,55.0,1,87.0,1.0,7128.82,2024-11-04 08:09:59
67.15,1,Indianapolis,2,59.0,0,14.0,1.0,9028.49,2024-11-04 08:10:53
102.67,1,Albuquerque,1,79.0,2,119.0,1.0,4656.94,2024-11-04 08:06:32
460.09,0,Fresno,2,35.0,0,146.0,3.0,6990.64,2024-11-04 08:08:33
453.49,1,Seattle,1,66.0,0,147.0,1.0,6366.43,2024-11-04 08:08:56
267.17,1,Seattle,0,26.0,3,170.0,1.0,1382.62,2024-11-04 08:07:54
111.26,1,Boston,0,66.0,0,43.0,1.0,14350.11,2024-11-04 08:07:47
121.17,1,Phoenix,0,68.0,0,158.0,1.0,12990.77,2024-11-04 08:10:12
213.28,1,Mesa,1,51.0,2,94.0,1.0,4835.91,2024-11-04 08:11:27
187.88,1,Nashville,0,60.0,1,180.0,1.0,2154.58,2024-11-04 08:10:56
471.88,0,San Jose,2,34.0,0,141.0,1.0,14833.34,2024-11-04 08:07:00
83.79,1,Nashville,0,57.0,1,47.0,1.0,5061.3,2024-11-04 08:09:05
99.16,1,San Francisco,2,79.0,2,202.0,1.0,2607.58,2024-11-04 08:10:27
839.33,0,Louisville,1,60.0,0,86.0,1.0,11538.97,2024-11-04 08:09:21
29.91,0,Philadelphia,2,76.0,2,43.0,3.0,2834.84,2024-11-04 08:08:39
4.24,1,San Diego,2,38.0,1,38.0,1.0,7822.73,2024-11-04 08:07:54
50.29,0,Raleigh,2,58.0,0,64.0,1.0,7604.9,2024-11-04 08:07:16
135.85,1,Fresno,2,57.0,2,269.0,1.0,1480.39,2024-11-04 08:08:16
368.53,1,Raleigh,1,68.0,0,34.0,1.0,13696.31,2024-11-04 08:06:56
17.95,0,Sacramento,1,64.0,0,135.0,1.0,12344.9,2024-11-04 08:09:36
127.8,0,Virginia Beach,1,31.0,1,47.0,1.0,8630.99,2024-11-04 08:07:02
16.73,1,Houston,2,45.0,1,48.0,1.0,2202.62,2024-11-04 08:09:36
317.12,1,Fort Worth,1,44.0,0,80.0,1.0,14409.74,2024-11-04 08:08:08
476.63,1,Charlotte,0,79.0,2,115.0,1.0,4894.25,2024-11-04 08:09:09
156.58,1,Portland,1,24.0,3,160.0,1.0,8981.61,2024-11-04 08:09:39
55.12,0,Houston,2,34.0,1,261.0,1.0,3791.99,2024-11-04 08:11:19
15.74,1,Denver,1,27.0,3,38.0,1.0,690.16,2024-11-04 08:10:02
297.15,1,Phoenix,2,76.0,2,178.0,1.0,5449.37,2024-11-04 08:10:07
647.85,1,Omaha,1,36.0,0,121.0,1.0,13779.97,2024-11-04 08:09:34
75.04,1,El Paso,0,49.0,1,178.0,1.0,9648.6,2024-11-04 08:07:28
273.92,1,Virginia Beach,2,28.0,3,35.0,1.0,1029.15,2024-11-04 08:09:46
215.8,0,Jacksonville,1,51.0,2,66.0,1.0,3656.62,2024-11-04 08:08:31
963.77,1,Louisville,0,41.0,1,248.0,1.0,6710.51,2024-11-04 08:10:12
420.6,1,Louisville,1,26.0,3,55.0,1.0,1778.75,2024-11-04 08:09:30
688.36,0,Memphis,1,23.0,3,22.0,1.0,5191.13,2024-11-04 08:11:05
285.18,0,Sacramento,1,55.0,0,150.0,1.0,14847.97,2024-11-04 08:09:38
213.55,1,Boston,0,63.0,0,15.0,1.0,5238.37,2024-11-04 08:07:06
463.11,0,Las Vegas,1,51.0,0,159.0,1.0,10238.82,2024-11-04 08:07:18
309.56,1,Charlotte,2,58.0,0,147.0,1.0,972.04,2024-11-04 08:09:17
377.08,0,Mesa,1,26.0,3,71.0,1.0,6430.86,2024-11-04 08:10:33
77.25,1,Virginia Beach,1,68.0,0,157.0,1.0,14077.97,2024-11-04 08:07:50
146.92,1,Portland,0,64.0,2,272.0,1.0,3990.6,2024-11-04 08:07:41
126.6,1,San Antonio,1,22.0,3,146.0,1.0,961.65,2024-11-04 08:08:35
101.34,1,Boston,0,24.0,3,46.0,1.0,703.26,2024-11-04 08:10:15
184.97,1,Denver,1,58.0,0,268.0,1.0,1156.67,2024-11-04 08:11:06
451.15,1,Colorado Springs,0,46.0,1,175.0,1.0,1356.47,2024-11-04 08:10:45
516.47,0,Charlotte,0,25.0,3,94.0,1.0,1305.06,2024-11-04 08:09:51
880.04,1,Sacramento,0,25.0,3,29.0,1.0,261.97,2024-11-04 08:07:37
66.69,0,San Antonio,1,25.0,3,140.0,1.0,1210.33,2024-11-04 08:07:16
95.75,1,Los Angeles,1,31.0,1,169.0,1.0,337.62,2024-11-04 08:07:32
98.03,1,El Paso,1,54.0,1,165.0,1.0,6323.45,2024-11-04 08:08:36
617.66,1,Boston,0,42.0,1,128.0,1.0,7155.95,2024-11-04 08:08:03
888.57,1,San Antonio,2,62.0,2,102.0,1.0,7896.14,2024-11-04 08:10:57
107.48,1,Omaha,1,22.0,3,129.0,1.0,591.23,2024-11-04 08:08:11
36.57,1,Omaha,0,62.0,2,69.0,1.0,2583.07,2024-11-04 08:07:02
575.62,1,Oklahoma City,2,43.0,0,129.0,1.0,234.41,2024-11-04 08:11:33
84.89,1,San Jose,0,37.0,1,70.0,1.0,4735.61,2024-11-04 08:12:16
7.76,0,Las Vegas,2,52.0,2,84.0,1.0,7393.11,2024-11-04 08:12:15
109.3,1,Fort Worth,1,56.0,0,27.0,1.0,13510.11,2024-11-04 08:06:29
230.08,1,Austin,2,79.0,2,124.0,1.0,4466.1,2024-11-04 08:11:47
361.92,1,Detroit,0,54.0,2,111.0,1.0,7474.31,2024-11-04 08:10:23
71.29,1,Chicago,0,68.0,2,55.0,2.0,7225.63,2024-11-04 08:07:50
122.45,1,New York,1,46.0,0,98.0,1.0,7255.49,2024-11-04 08:07:54
642.53,1,Mesa,0,65.0,0,128.0,1.0,11417.91,2024-11-04 08:12:10
175.21,0,Mesa,0,69.0,0,69.0,1.0,6039.04,2024-11-04 08:08:37
168.0,0,Tucson,1,32.0,1,11.0,1.0,3498.58,2024-11-04 08:12:20
11.46,1,Chicago,2,67.0,2,73.0,1.0,6628.75,2024-11-04 08:07:19
382.07,0,Omaha,1,62.0,0,147.0,1.0,10156.09,2024-11-04 08:08:17
13.48,1,Las Vegas,2,18.0,3,20.0,3.0,521.88,2024-11-04 08:10:20
65.32,1,Mesa,0,28.0,3,54.0,1.0,9165.02,2024-11-04 08:11:09
83.07,1,Miami,1,27.0,1,291.0,4.0,6704.76,2024-11-04 08:10:42
730.1,0,Chicago,1,77.0,2,93.0,1.0,6384.05,2024-11-04 08:06:48
85.31,1,Kansas City,0,62.0,2,27.0,1.0,6095.65,2024-11-04 08:08:13
726.61,1,Phoenix,0,18.0,3,277.0,1.0,1008.76,2024-11-04 08:10:14
130.4,1,Raleigh,1,45.0,1,63.0,1.0,4381.24,2024-11-04 08:09:41
68.1,1,Milwaukee,0,20.0,3,47.0,1.0,1382.8,2024-11-04 08:10:15
65.26,1,Sacramento,1,26.0,3,72.0,1.0,7380.63,2024-11-04 08:10:54
191.62,1,Jacksonville,1,63.0,0,51.0,1.0,1981.67,2024-11-04 08:07:04
212.88,1,Fresno,2,39.0,0,122.0,1.0,7036.72,2024-11-04 08:11:36
