age,gender,region,tenure_months,annual_spend_usd,num_purchases,avg_order_value,returns_count,loyalty_tier,last_purchase_days,email_opt_in,churned,Target
68.0,1,2,117,21111.37,74,295.4,7,3,52.0,0,0,2
53.0,0,1,112,15055.64,30,496.83,6,0,95.0,0,0,3
66.0,1,3,15,39026.18,85,495.24,1,0,241.0,0,0,2
34.0,0,0,93,8575.71,38,268.12,6,2,288.0,0,1,3
18.0,1,0,102,26217.64,84,323.12,9,1,224.0,1,0,2
26.0,1,2,84,15025.85,41,431.39,10,2,265.0,1,0,1
48.0,1,1,99,5404.87,12,467.14,4,3,38.0,1,0,1
54.0,1,3,54,1261.33,4,268.99,8,1,319.0,1,0,0
64.0,0,2,5,26561.31,78,418.09,0,0,142.0,1,0,2
45.0,1,0,55,831.37,5,158.57,1,0,329.0,1,0,0
73.0,0,3,25,4655.65,21,225.51,6,2,46.0,1,0,1
30.0,1,1,15,42114.83,95,492.67,3,3,287.0,1,0,2
68.0,1,1,84,15773.05,41,453.99,4,3,229.0,1,0,1
19.0,1,3,61,4625.23,13,401.24,3,3,226.0,1,0,1
52.0,0,0,65,3097.86,24,141.87,4,0,342.0,0,0,3
43.0,0,3,90,14455.67,90,167.22,0,1,138.0,1,0,2
35.0,1,3,66,20542.28,73,278.17,6,0,61.0,1,0,2
72.0,1,2,76,2507.3,11,284.78,6,1,336.0,1,0,0
26.0,1,2,103,7279.91,27,321.97,2,3,241.0,0,0,3
26.0,0,0,54,3856.57,18,210.08,8,1,98.0,1,0,0
24.0,1,2,19,29862.0,85,377.1,2,0,340.0,0,0,2
35.0,1,1,98,10961.45,62,173.44,0,0,356.0,1,0,0
21.0,0,3,89,2751.99,18,172.03,0,1,174.0,1,0,0
33.0,0,2,7,3865.82,66,72.34,9,0,195.0,0,0,3
62.0,0,0,24,5063.55,42,102.47,4,0,166.0,1,0,0
68.0,1,3,2,2519.28,7,426.76,1,3,156.0,0,1,3
63.0,0,0,33,8754.66,45,228.68,9,2,343.0,1,0,1
46.0,0,0,12,1984.73,19,121.66,1,3,105.0,1,0,1
58.0,0,1,86,11390.86,25,382.08,3,0,351.0,1,0,0
72.0,1,0,63,25933.26,88,281.45,0,2,238.0,1,0,2
21.0,0,3,118,1531.34,72,20.37,7,3,351.0,0,0,3
70.0,0,3,90,2760.04,14,165.02,7,3,224.0,1,0,1
59.0,0,1,74,6949.31,86,96.73,8,3,299.0,1,0,1
40.0,0,1,62,22868.01,58,331.38,2,0,179.0,1,0,2
44.0,0,1,7,11231.44,88,144.77,3,0,169.0,1,1,0
43.0,0,3,9,3290.91,75,41.82,10,3,94.0,1,0,1
27.0,0,2,74,1215.15,34,36.92,9,0,77.0,0,0,3
31.0,1,0,1,15193.12,54,295.05,0,3,14.0,1,1,1
35.0,1,2,6,1306.82,54,20.64,7,0,140.0,1,1,0
18.0,0,0,27,26362.87,72,425.91,8,0,361.0,1,0,2
47.0,0,3,107,2581.68,25,86.14,6,0,343.0,1,0,0
45.0,0,2,56,9940.44,34,307.22,7,3,252.0,1,0,1
37.0,0,3,86,6036.56,25,227.9,0,1,133.0,0,0,3
28.0,0,2,50,8084.58,30,227.0,0,0,190.0,1,0,0
74.0,0,1,21,632.14,17,45.18,0,0,277.0,0,0,3
57.0,1,1,45,1886.3,4,403.35,1,0,1.0,1,1,0
59.0,1,0,93,133.27,8,15.4,6,0,318.0,0,0,3
30.0,0,3,46,458.96,1,452.91,3,0,35.0,0,0,3
57.0,1,0,118,23293.26,78,279.25,10,0,346.0,1,0,2
62.0,1,2,72,2707.92,33,83.52,2,1,224.0,0,0,3
55.0,1,1,56,4902.37,52,109.37,9,3,203.0,0,0,3
50.0,0,3,66,8678.74,29,333.39,0,0,66.0,0,0,3
18.0,1,2,95,20846.2,50,365.16,0,2,180.0,0,0,3
54.0,1,3,31,11369.54,46,303.72,0,0,133.0,0,0,3
53.0,0,0,77,27395.39,53,477.04,8,0,361.0,1,0,2
41.0,1,3,105,12097.86,40,252.09,2,0,124.0,0,0,3
32.0,0,3,69,6813.41,54,157.13,4,3,80.0,0,0,3
74.0,0,0,54,17494.72,83,243.84,5,1,346.0,0,0,3
39.0,1,0,18,8765.37,44,186.24,8,0,69.0,0,0,3
33.0,1,1,30,3657.32,37,119.96,3,2,331.0,1,0,1
58.0,2,1,114,471.63,14,32.52,0,3,352.0,1,0,1
45.0,0,0,65,7056.64,36,182.58,4,2,113.0,1,0,1
50.0,1,0,37,4826.03,13,358.59,3,1,252.0,0,0,3
55.0,0,0,51,342.07,19,19.03,8,2,291.0,0,0,3
39.0,0,2,70,23325.23,96,225.2,8,3,196.0,0,0,2
26.0,1,0,65,3040.55,9,325.56,1,0,255.0,0,0,3
27.0,0,3,84,13374.66,49,309.1,8,3,49.0,1,1,1
72.0,0,1,31,33635.56,84,390.56,0,3,189.0,1,0,2
47.0,1,2,78,45057.35,96,407.15,6,3,188.0,1,0,2
42.0,0,3,54,5740.2,15,358.74,4,1,207.0,0,0,3
59.0,1,2,19,8566.53,38,242.76,5,1,302.0,0,0,3
70.0,1,2,18,14282.08,56,305.67,3,0,221.0,0,0,3
62.0,0,0,56,11233.62,96,130.33,8,2,148.0,1,0,1
48.0,0,2,62,521.18,21,30.85,10,0,148.0,0,0,3
45.0,0,3,83,2428.15,17,119.56,8,0,8.0,1,0,0
68.0,1,1,49,5383.21,26,232.9,4,1,202.0,1,0,0
67.0,0,2,110,21087.97,88,212.83,5,1,93.0,1,0,2
40.0,0,0,57,335.08,4,96.57,4,1,324.0,1,1,0
73.0,1,1,16,14746.98,39,413.96,8,2,283.0,1,0,1
65.0,1,3,15,5381.23,12,463.59,6,0,334.0,1,0,0
25.0,0,2,114,22.18,1,18.75,4,3,157.0,1,0,1
35.0,0,2,34,17581.38,33,463.23,6,3,222.0,1,0,1
62.0,1,3,12,37759.46,92,476.45,7,0,158.0,0,1,2
22.0,2,1,37,1077.92,61,15.91,4,3,102.0,1,1,1
22.0,0,2,74,2638.57,8,383.88,8,1,259.0,1,0,0
19.0,0,2,52,26586.12,47,485.4,9,0,165.0,0,0,2
29.0,0,2,95,44799.32,98,453.89,4,2,344.0,0,0,2
71.0,1,2,74,18608.48,41,485.65,9,3,81.0,0,0,3
59.0,0,0,49,12788.56,53,279.66,1,0,162.0,0,0,3
59.0,1,1,77,2098.88,54,48.3,10,3,194.0,1,0,1
34.0,1,3,117,25688.46,67,426.4,3,0,332.0,0,0,2
54.0,1,3,50,6882.71,19,310.78,6,0,212.0,1,1,0
63.0,1,1,19,29250.95,84,311.22,3,3,26.0,1,0,2
48.0,1,3,50,25220.14,99,214.45,4,0,124.0,1,0,2
67.0,1,2,101,3657.85,15,290.2,3,0,324.0,0,0,3
51.0,2,1,27,7248.25,82,85.25,7,1,100.0,1,1,0
36.0,1,2,114,27577.12,82,372.49,0,0,125.0,1,0,2
55.0,1,3,71,3567.24,75,46.76,9,1,56.0,1,0,0
72.0,1,3,73,12965.24,38,367.59,9,1,263.0,0,0,3
65.0,0,0,39,18287.82,47,426.0,6,0,51.0,1,0,0
46.0,1,3,111,20886.08,84,241.51,6,3,135.0,1,1,1
52.0,0,2,5,3630.53,16,259.82,7,0,260.0,1,0,0
74.0,0,3,36,13360.32,83,162.98,2,3,327.0,0,0,3
61.0,1,0,51,47828.91,93,485.03,8,0,81.0,1,0,2
34.0,1,1,57,7828.2,35,190.8,7,0,44.0,1,0,0
70.0,0,2,18,5369.23,56,95.66,3,3,160.0,1,0,1
74.0,1,1,28,795.72,6,117.59,8,0,365.0,1,0,0
22.0,0,2,12,23681.41,94,237.32,8,0,112.0,1,0,2
19.0,0,3,69,17902.37,35,471.86,2,3,95.0,1,0,1
24.0,1,1,43,2410.16,6,369.73,6,3,146.0,1,1,1
40.0,1,0,68,10623.61,80,115.47,5,2,328.0,0,0,3
69.0,1,2,85,11213.53,63,195.32,6,0,223.0,1,0,0
71.0,2,0,66,2153.29,6,427.34,10,0,285.0,1,0,0
28.0,0,2,78,10175.51,76,128.43,0,0,262.0,1,0,0
66.0,0,2,71,16564.68,64,313.14,10,1,219.0,1,0,0
26.0,0,3,79,33283.75,80,464.07,9,2,205.0,1,0,2
63.0,0,0,74,9329.82,83,136.37,5,1,195.0,1,0,0
39.0,0,2,38,7840.03,22,349.53,6,0,66.0,1,0,0
20.0,1,3,30,9387.24,22,493.78,4,3,152.0,0,0,3
42.0,1,3,95,8136.61,93,83.79,1,1,310.0,0,0,3
65.0,1,3,42,3214.27,54,53.32,6,0,15.0,0,0,3
25.0,1,2,24,4727.76,29,176.47,2,0,207.0,0,1,3
66.0,1,2,52,2930.52,64,44.91,7,0,128.0,1,0,0
35.0,1,1,64,18925.68,76,242.9,8,1,42.0,1,0,0
44.0,1,0,76,375.24,1,379.35,8,0,279.0,0,0,3
24.0,1,3,64,8903.94,56,149.71,3,2,1.0,1,0,1
74.0,1,0,44,15397.23,100,174.17,4,0,199.0,1,0,0
63.0,1,0,116,14666.59,29,424.39,4,0,60.0,0,0,3
55.0,0,3,62,6445.6,29,264.84,9,0,332.0,1,0,0
